选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,触发顺序
2025-10-17,8,688365,光云科技,94.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,13.87,18.76,+35.26%,+65.75%,第40天,2025-12-01,45,2025-11-18,2025-11-12,2025-11-14,"('neg2pct', 'neg4pct', '10pct')"
2025-10-17,9,601958,金钼股份,94.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,14.53,14.15,-2.62%,+7.36%,第13天,2025-12-01,45,-,2025-10-22,2025-10-23,"('neg2pct', 'neg4pct')"
2025-10-17,10,301112,信邦智能,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,47.95,37.57,-21.65%,+29.30%,第10天,2025-12-01,45,2025-10-24,2025-10-17,2025-10-30,"('neg2pct', '10pct', 'neg4pct')"
2025-10-20,1,600426,华鲁恒升,96.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,24.041,28.56,+18.80%,+25.16%,第25天,2025-12-04,45,2025-11-07,-,-,-
2025-10-20,2,688568,中科星图,96.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,39.92,44.18,+10.67%,+15.18%,第42天,2025-12-04,45,2025-12-01,2025-10-22,2025-10-23,"('neg2pct', 'neg4pct', '10pct')"
2025-10-20,3,688271,联影医疗,96.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,141.05,128.87,-8.64%,+9.82%,第10天,2025-12-04,45,-,2025-11-03,2025-11-17,"('neg2pct', 'neg4pct')"
2025-10-20,4,605100,华丰股份,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.51,43.99,+59.91%,+81.35%,第31天,2025-12-04,45,2025-10-30,2025-10-23,-,"('neg2pct', '10pct')"
2025-10-20,5,002145,钛能化学,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.62,5.09,-9.43%,+4.63%,第29天,2025-12-04,45,-,2025-10-20,2025-10-22,"('neg2pct', 'neg4pct')"
2025-10-20,6,688100,威胜信息,94.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,34.2,34.88,+1.99%,+16.96%,第22天,2025-12-04,45,2025-10-29,-,-,-
2025-10-20,7,002290,禾盛新材,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,38.69,43.13,+11.48%,+16.62%,第45天,2025-12-04,45,2025-10-23,2025-11-11,2025-11-20,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-20,8,301326,捷邦科技,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,120.99,99.44,-17.81%,+21.40%,第9天,2025-12-04,45,2025-10-27,2025-11-04,2025-11-05,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-20,9,000737,北方铜业,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.82,14.62,-7.59%,+6.07%,第10天,2025-12-04,45,-,2025-10-22,2025-10-22,"('neg2pct', 'neg4pct')"
2025-10-20,10,601388,怡球资源,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,2.9,2.91,+0.34%,+18.97%,第23天,2025-12-04,45,2025-10-28,2025-11-21,-,"('10pct', 'neg2pct')"
2025-10-21,1,002145,钛能化学,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.56,5.09,-8.45%,+5.76%,第28天,2025-12-05,45,-,2025-10-22,2025-10-23,"('neg2pct', 'neg4pct')"
2025-10-21,2,002518,科士达,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,39.96,46.96,+17.52%,+36.14%,第20天,2025-12-05,45,2025-10-28,2025-10-21,2025-10-22,"('neg2pct', 'neg4pct', '10pct')"
2025-10-21,3,605100,华丰股份,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.66,44.8,+61.97%,+80.37%,第30天,2025-12-05,45,2025-10-30,2025-10-21,-,"('neg2pct', '10pct')"
2025-10-21,4,300182,捷成股份,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.94,5.49,-7.58%,+16.33%,第13天,2025-12-05,45,2025-10-27,2025-11-21,2025-12-03,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-21,5,600489,中金黄金,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.48,22.85,-2.68%,+3.92%,第0天,2025-12-05,45,-,2025-10-22,2025-10-22,"('neg2pct', 'neg4pct')"
2025-10-21,6,000737,北方铜业,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.92,15.05,-5.46%,+5.40%,第9天,2025-12-05,45,-,2025-10-22,2025-10-22,"('neg2pct', 'neg4pct')"
2025-10-21,7,002011,盾安环境,93.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.41,12.73,-5.07%,+8.05%,第6天,2025-12-05,45,-,2025-10-23,2025-11-20,"('neg2pct', 'neg4pct')"
2025-10-21,8,600095,湘财股份,93.2%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,12.4,11.7,-5.65%,+10.24%,第6天,2025-12-05,45,2025-10-27,2025-10-23,2025-11-12,"('neg2pct', '10pct', 'neg4pct')"
2025-10-21,9,000672,上峰水泥,93.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,10.85,10.95,+0.92%,+7.00%,第10天,2025-12-05,45,-,2025-11-05,2025-11-19,"('neg2pct', 'neg4pct')"
2025-10-21,10,300390,天华新能,93.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,23.35,48.03,+105.70%,+178.33%,第30天,2025-12-05,45,2025-10-24,2025-10-22,-,"('neg2pct', '10pct')"
2025-10-22,1,688348,昱能科技,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,52.57,52.39,-0.34%,+37.49%,第23天,2025-12-08,45,2025-10-30,2025-10-23,2025-12-04,"('neg2pct', '10pct', 'neg4pct')"
2025-10-22,2,601618,中国中冶,95.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,3.68,3.39,-7.88%,+5.43%,第5天,2025-12-08,45,-,2025-10-23,2025-10-31,"('neg2pct', 'neg4pct')"
2025-10-22,3,605100,华丰股份,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.56,45.68,+65.75%,+81.02%,第29天,2025-12-08,45,2025-10-30,2025-10-23,-,"('neg2pct', '10pct')"
2025-10-22,4,002056,横店东磁,94.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.34,19.3,-5.11%,+12.09%,第19天,2025-12-08,45,2025-10-24,2025-11-18,2025-11-19,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-22,5,000400,许继电气,94.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,24.78,25.75,+3.91%,+23.20%,第15天,2025-12-08,45,2025-11-04,2025-10-23,-,"('neg2pct', '10pct')"
2025-10-22,6,301269,华大九天,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,121.92,106.44,-12.70%,+8.19%,第6天,2025-12-08,45,-,2025-10-31,2025-11-03,"('neg2pct', 'neg4pct')"
2025-10-22,7,002298,中电鑫龙,94.3%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,11.74,10.66,-9.20%,+18.40%,第28天,2025-12-08,45,2025-11-04,2025-10-23,2025-10-23,"('neg2pct', 'neg4pct', '10pct')"
2025-10-22,8,301042,安联锐视,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,60.6,77.93,+28.60%,+37.10%,第44天,2025-12-08,45,2025-11-14,2025-10-23,2025-10-29,"('neg2pct', 'neg4pct', '10pct')"
2025-10-22,9,600751,海航科技,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.6,3.96,-13.91%,+15.22%,第20天,2025-12-08,45,2025-11-11,2025-10-22,2025-10-30,"('neg2pct', 'neg4pct', '10pct')"
2025-10-22,10,688596,正帆科技,93.7%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,40.21,29.46,-26.73%,+1.34%,第0天,2025-12-08,45,-,2025-10-23,2025-10-23,"('neg2pct', 'neg4pct')"
2025-10-23,1,002145,钛能化学,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.45,5.0,-8.26%,+7.89%,第26天,2025-12-08,45,-,2025-10-23,2025-11-20,"('neg2pct', 'neg4pct')"
2025-10-23,2,601618,中国中冶,94.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,3.68,3.39,-7.88%,+5.43%,第4天,2025-12-08,45,-,2025-10-23,2025-10-31,"('neg2pct', 'neg4pct')"
2025-10-23,3,605389,长龄液压,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,64.86,67.46,+4.01%,+15.33%,第36天,2025-12-08,45,2025-11-28,2025-10-23,2025-11-05,"('neg2pct', 'neg4pct', '10pct')"
2025-10-23,4,000878,云南铜业,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.91,18.61,+3.91%,+6.31%,第4天,2025-12-08,45,-,2025-10-23,2025-11-03,"('neg2pct', 'neg4pct')"
2025-10-23,5,600857,宁波中百,93.9%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,14.09,14.84,+5.32%,+32.58%,第18天,2025-12-08,45,2025-10-23,2025-10-23,-,"('10pct', 'neg2pct')"
2025-10-23,6,000035,中国天楹,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.74,6.19,+7.84%,+11.50%,第46天,2025-12-08,45,2025-12-08,2025-11-26,2025-12-03,"('neg2pct', 'neg4pct', '10pct')"
2025-10-23,7,688106,金宏气体,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,19.9,18.95,-4.77%,+16.08%,第18天,2025-12-08,45,2025-11-10,2025-11-20,2025-11-21,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-23,8,301019,宁波色母,93.6%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,18.73,29.67,+58.41%,+59.58%,第46天,2025-12-08,45,2025-10-27,-,-,-
2025-10-23,9,002394,联发股份,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.18,13.03,+16.55%,+26.83%,第28天,2025-12-08,45,2025-11-12,-,-,-
2025-10-23,10,600848,上海临港,93.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,11.33,11.63,+2.65%,+25.24%,第22天,2025-12-08,45,2025-11-11,2025-12-04,-,"('10pct', 'neg2pct')"
2025-10-27,1,002634,棒杰股份,97.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.92,5.32,+8.13%,+32.72%,第31天,2025-12-11,45,2025-11-03,2025-10-30,-,"('neg2pct', '10pct')"
2025-10-27,2,688038,中科通达,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.52,15.94,-18.34%,+2.41%,第1天,2025-12-11,45,-,2025-10-27,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-27,3,300537,广信材料,95.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,26.59,24.44,-8.09%,+5.68%,第0天,2025-12-11,45,-,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-27,4,300539,横河精密,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,49.6,41.07,-17.20%,+10.46%,第2天,2025-12-11,45,2025-10-29,2025-10-27,2025-10-30,"('neg2pct', '10pct', 'neg4pct')"
2025-10-27,5,688033,天宜新材,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.97,6.68,-4.16%,+7.75%,第11天,2025-12-11,45,-,2025-11-10,2025-11-10,"('neg2pct', 'neg4pct')"
2025-10-27,6,600848,上海临港,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.44,11.41,-0.26%,+24.04%,第18天,2025-12-11,45,2025-11-11,2025-10-28,-,"('neg2pct', '10pct')"
2025-10-27,7,300096,ST易联众,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.78,7.25,-6.81%,+11.31%,第16天,2025-12-11,45,2025-11-12,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct', '10pct')"
2025-10-27,8,603095,越剑智能,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.75,15.55,-1.27%,+16.89%,第8天,2025-12-11,45,2025-11-04,2025-10-28,2025-11-21,"('neg2pct', '10pct', 'neg4pct')"
2025-10-27,9,600157,永泰能源,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,1.63,1.59,-2.45%,+11.66%,第22天,2025-12-11,45,2025-11-17,2025-11-21,2025-11-21,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-27,10,002531,天顺风能,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.86,6.81,-13.36%,+3.82%,第0天,2025-12-11,45,-,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-24,1,001326,联域股份,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,50.57,44.32,-12.36%,+6.07%,第0天,2025-12-08,45,-,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-24,2,300539,横河精密,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,49.8,41.65,-16.37%,+10.02%,第5天,2025-12-08,45,2025-10-29,2025-10-27,2025-10-28,"('neg2pct', 'neg4pct', '10pct')"
2025-10-24,3,600157,永泰能源,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,1.65,1.65,+0.00%,+10.30%,第25天,2025-12-08,45,2025-11-18,2025-10-29,2025-11-21,"('neg2pct', '10pct', 'neg4pct')"
2025-10-24,4,605289,罗曼股份,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,70.5,68.4,-2.98%,+3.26%,第3天,2025-12-08,45,-,2025-10-27,2025-10-27,"('neg2pct', 'neg4pct')"
2025-10-24,5,603823,百合花,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.09,16.09,+6.63%,+28.50%,第11天,2025-12-08,45,2025-11-03,2025-10-29,2025-10-31,"('neg2pct', 'neg4pct', '10pct')"
2025-10-24,6,600848,上海临港,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.44,11.63,+1.66%,+24.04%,第21天,2025-12-08,45,2025-11-11,2025-10-28,-,"('neg2pct', '10pct')"
2025-10-24,7,002226,江南化工,93.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.58,6.08,-7.60%,+5.32%,第19天,2025-12-08,45,-,2025-10-28,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-24,8,603095,越剑智能,93.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.83,14.27,-9.85%,+16.30%,第11天,2025-12-08,45,2025-11-04,2025-10-28,2025-10-31,"('neg2pct', 'neg4pct', '10pct')"
2025-10-24,9,605389,长龄液压,93.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,65.26,67.46,+3.37%,+14.62%,第35天,2025-12-08,45,2025-11-28,2025-10-27,2025-11-05,"('neg2pct', 'neg4pct', '10pct')"
2025-10-24,10,688187,时代电气,93.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,55.03,49.88,-9.36%,+5.65%,第6天,2025-12-08,45,-,2025-10-31,2025-10-31,"('neg2pct', 'neg4pct')"
2025-10-28,1,300096,ST易联众,95.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.75,7.35,-5.16%,+11.74%,第15天,2025-12-12,45,2025-11-12,2025-10-29,2025-10-30,"('neg2pct', 'neg4pct', '10pct')"
2025-10-28,2,000517,荣安地产,94.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,2.05,1.81,-11.71%,+8.78%,第21天,2025-12-12,45,-,2025-10-30,2025-10-31,"('neg2pct', 'neg4pct')"
2025-10-28,3,002626,金达威,94.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.27,18.4,-9.23%,+6.17%,第16天,2025-12-12,45,-,2025-10-30,2025-11-20,"('neg2pct', 'neg4pct')"
2025-10-28,4,600546,山煤国际,94.5%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,10.77,10.24,-4.92%,+11.23%,第10天,2025-12-12,45,2025-11-06,2025-11-21,2025-11-21,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-28,5,600676,交运股份,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.39,5.6,-12.36%,+1.88%,第3天,2025-12-12,45,-,2025-11-04,2025-11-18,"('neg2pct', 'neg4pct')"
2025-10-28,6,300393,中来股份,94.3%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.82,6.7,+15.12%,+62.03%,第17天,2025-12-12,45,2025-11-05,-,-,-
2025-10-28,7,601212,白银有色,93.3%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,5.23,5.12,-2.10%,+7.07%,第3天,2025-12-12,45,-,2025-11-03,2025-11-03,"('neg2pct', 'neg4pct')"
2025-10-28,8,300537,广信材料,93.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,26.52,24.9,-6.11%,+2.38%,第0天,2025-12-12,45,-,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-28,9,688058,宝兰德,93.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,32.47,26.6,-18.08%,+6.47%,第7天,2025-12-12,45,-,2025-10-29,2025-10-29,"('neg2pct', 'neg4pct')"
2025-10-28,10,603839,安正时尚,93.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,8.91,7.74,-13.13%,+6.06%,第21天,2025-12-12,45,-,2025-10-29,2025-10-31,"('neg2pct', 'neg4pct')"
2025-10-29,1,603889,新澳股份,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.62,7.48,-1.84%,+14.04%,第15天,2025-12-15,45,2025-11-13,2025-11-21,2025-11-21,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-29,2,002343,慈文传媒,94.3%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.67,7.97,+3.91%,+15.91%,第41天,2025-12-15,45,2025-11-26,2025-10-30,-,"('neg2pct', '10pct')"
2025-10-29,3,601588,北辰实业,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,1.91,1.71,-10.47%,+9.95%,第19天,2025-12-15,45,-,2025-11-03,2025-11-27,"('neg2pct', 'neg4pct')"
2025-10-29,4,600676,交运股份,94.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.42,5.6,-12.77%,+1.40%,第2天,2025-12-15,45,-,2025-10-30,2025-11-18,"('neg2pct', 'neg4pct')"
2025-10-29,5,002585,双星新材,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.35,6.51,+21.68%,+46.92%,第41天,2025-12-15,45,2025-11-11,-,-,-
2025-10-29,6,603080,新疆火炬,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.77,23.85,+0.34%,+6.86%,第9天,2025-12-15,45,-,2025-10-29,2025-11-19,"('neg2pct', 'neg4pct')"
2025-10-29,7,000417,合百集团,93.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.09,7.62,+7.48%,+17.35%,第35天,2025-12-15,45,2025-11-20,2025-10-29,2025-10-31,"('neg2pct', 'neg4pct', '10pct')"
2025-10-29,8,002923,润都股份,93.3%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,12.91,12.64,-2.09%,+12.70%,第33天,2025-12-15,45,2025-11-14,2025-12-15,2025-12-15,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-29,9,688215,瑞晟智能,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,79.2,71.61,-9.58%,+6.68%,第35天,2025-12-15,45,-,2025-10-29,2025-11-04,"('neg2pct', 'neg4pct')"
2025-10-29,10,600630,龙头股份,92.8%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,9.37,9.26,-1.17%,+20.38%,第35天,2025-12-15,45,2025-11-27,2025-11-07,-,"('neg2pct', '10pct')"
